Name,Platform,Year_of_Release,Genre,Critic_Score,User_Score,Rating
Kirby Squeak Squad,DS,2006,Platform,71.0,8.1,E
Burnout Paradise,PS3,2008,Racing,87.0,7.7,E10+
The Sims 3,PS3,2010,Simulation,78.0,6.4,T
FIFA Soccer 09,X360,2008,Sports,87.0,8,E
Dragon Ball Z: Budokai 3,PS2,2004,Fighting,77.0,8.9,T
Call of Duty: World at War,Wii,2008,Shooter,83.0,7.6,M
Tom Clancy's Ghost Recon,PS2,2002,Shooter,63.0,8.3,M
X-Men Legends,PS2,2004,Role-Playing,79.0,8.5,T
Mortal Kombat vs. DC Universe,X360,2008,Fighting,72.0,7.5,T
Red Faction,PS2,2001,Shooter,88.0,8,M
The Sims: Makin' Magic,PC,2003,Simulation,80.0,8.6,T
MX Unleashed,PS2,2004,Racing,80.0,9.2,E
PaRappa The Rapper,PS,1996,Misc,92.0,7.4,K-A
Guitar Hero: World Tour,PS3,2008,Misc,84.0,7.5,T
Need for Speed: Shift,X360,2009,Racing,83.0,6.5,E
Star Wars Rogue Leader: Rogue Squadron II,GC,2001,Simulation,90.0,8.6,T
Mario Super Sluggers,Wii,2008,Sports,69.0,7.8,E
Monopoly,Wii,2008,Misc,70.0,7.8,E
Madden NFL 09,PS3,2008,Sports,85.0,4.4,E
Game Party 2,Wii,2008,Misc,29.0,4.6,E
Mortal Kombat: Deception,PS2,2004,Fighting,81.0,8.5,M
Toy Story Mania!,Wii,2009,Misc,49.0,6.6,E
Star Fox Adventures,GC,2002,Adventure,82.0,7.7,T
Dynasty Warriors 3,PS2,2001,Action,78.0,9.1,T
Madden NFL 06,XB,2005,Sports,86.0,6.7,E
Shrek 2,PS2,2004,Platform,71.0,8.5,E
The Legend of Dragoon,PS,1999,Role-Playing,74.0,8.4,T
Star Wars: The Force Unleashed,Wii,2008,Action,71.0,7.9,T
NBA Live 2002,PS2,2001,Sports,70.0,7.4,E
Chrono Cross,PS,1999,Role-Playing,94.0,8.1,T
Jak 3,PS2,2004,Platform,84.0,8.6,T
Kingdom Hearts: Chain of Memories,GBA,2004,Role-Playing,76.0,7.9,E
Phineas and Ferb,DS,2009,Action,80.0,4.5,E
NCAA Football 06,PS2,2005,Sports,87.0,8.5,E
Rayman Raving Rabbids 2,Wii,2007,Misc,67.0,8.3,E10+
Sonic Classic Collection,DS,2010,Platform,70.0,7.5,E
Namco Museum,PS2,2001,Misc,72.0,6,E
The Sims: Hot Date,PC,2001,Simulation,85.0,7.9,T
Demon's Souls,PS3,2009,Role-Playing,89.0,8.9,M
The Orange Box,X360,2007,Shooter,96.0,8.9,M
DDRMAX2: Dance Dance Revolution,PS2,2003,Simulation,82.0,8.2,E
Virtua Fighter 4,PS2,2002,Fighting,94.0,8,T
Sly 2: Band of Thieves,PS2,2004,Platform,88.0,9,E
Sonic Advance 2,GBA,2002,Platform,83.0,8.3,E
Madden NFL 07,X360,2006,Sports,80.0,6,E
NBA 2K11,PS3,2010,Action,89.0,7.6,E
Metroid Prime 3: Corruption,Wii,2007,Shooter,90.0,8.9,T
Midnight Club II,PS2,2003,Racing,85.0,8.5,T
The Getaway: Black Monday,PS2,2004,Action,57.0,7.6,M
50 Cent: Bulletproof,PS2,2005,Action,47.0,6.6,M
Dead or Alive 3,XB,2001,Fighting,87.0,8.6,T
Dragon Quest Monsters: Joker,DS,2006,Role-Playing,75.0,7.4,E10+
UFC 2009 Undisputed,PS3,2009,Fighting,84.0,8.1,T
The SpongeBob SquarePants Movie,PS2,2004,Platform,75.0,9,E
Golden Sun,GBA,2001,Role-Playing,91.0,9.3,E
Def Jam: Fight for NY,PS2,2004,Fighting,83.0,8.9,M
Tom Clancy's Ghost Recon,XB,2002,Shooter,84.0,6.1,M
State of Emergency,PS2,2002,Action,71.0,5.7,M
The Urbz: Sims in the City,PS2,2004,Simulation,70.0,8.2,T
Star Wars: Starfighter,PS2,2001,Simulation,84.0,8,T
Star Wars: Battlefront,XB,2004,Shooter,80.0,9.1,T
Just Cause 2,PS3,2010,Action,83.0,8,M
FIFA Soccer 08,PS3,2007,Sports,81.0,7.1,E
Crackdown,X360,2007,Shooter,83.0,8,M
Dance Dance Revolution X,PS2,2008,Simulation,55.0,6.2,E10+
Xenosaga Episode I: Der Wille zur Macht,PS2,2002,Role-Playing,83.0,8.7,T
SSX Tricky,PS2,2001,Sports,92.0,8.9,E
Dragon Quest VI: Realms of Revelation,DS,2010,Role-Playing,78.0,8.1,T
Crash Bandicoot: The Huge Adventure,GBA,2002,Platform,78.0,7.9,E
Madden NFL 2005,XB,2004,Sports,91.0,7.6,E
Star Ocean: Till The End of Time,PS2,2003,Role-Playing,80.0,7.7,T
The Beatles: Rock Band,Wii,2009,Misc,89.0,8.9,T
Ace Combat 5: The Unsung War,PS2,2004,Simulation,84.0,9.1,T
Need for Speed Underground,XB,2003,Racing,83.0,8.7,E
Deal or No Deal,DS,2007,Misc,20.0,1.9,E
NCAA Football 07,PS2,2006,Sports,87.0,8.6,E
The Sims 3: Late Night Expansion Pack,PC,2010,Simulation,74.0,5.3,T
SOCOM 3: U.S. Navy SEALs,PS2,2005,Shooter,82.0,8.8,M
Harry Potter and the Sorcerer's Stone,GBA,2001,Action,64.0,7.1,E
Dragon Ball Z: The Legacy of Goku,GBA,2002,Role-Playing,53.0,6.9,E
Resident Evil 4,GC,2005,Action,96.0,9.4,M
Need For Speed: Undercover,X360,2008,Racing,64.0,5.9,T
Sonic Colors,Wii,2010,Platform,78.0,8.5,E
Saints Row 2,PS3,2008,Action,82.0,7.9,M
Sid Meier's Civilization V,PC,2010,Strategy,90.0,7.9,E10+
The Sims: Superstar,PC,2003,Simulation,79.0,8.2,T
Metroid Fusion,GBA,2002,Action,92.0,9.1,E
We Ski,Wii,2008,Sports,67.0,8.5,E
Star Wars Battlefront: Renegade Squadron,PSP,2007,Shooter,73.0,7.9,T
SSX 3,PS2,2003,Sports,93.0,9.1,E
Madden NFL 2001,PS,2000,Sports,90.0,6.8,E
Star Wars: Battlefront II,XB,2005,Shooter,83.0,8.9,T
Tony Hawk's Pro Skater 3,PS,2001,Sports,87.0,8.3,E
Dragon Age: Origins,PS3,2009,Role-Playing,87.0,7.9,M
Spy Hunter,PS2,2001,Racing,84.0,7.8,T
NCAA Football 2004,PS2,2003,Sports,94.0,8.8,E
Fight Night Round 3,PS3,2006,Fighting,83.0,7.9,T
SpongeBob SquarePants: Battle for Bikini Bottom,PS2,2003,Platform,71.0,9,E
Big Beach Sports,Wii,2008,Sports,44.0,8,E
SSX,PS2,2000,Sports,93.0,8.3,E
Shaun White Snowboarding: Road Trip,Wii,2008,Sports,78.0,8.7,E10+
NBA Ballers,PS2,2004,Sports,83.0,9.2,E
NBA Live 2003,PS2,2002,Sports,83.0,8.3,E
Dragon Ball Z: Budokai Tenkaichi,PS2,2005,Fighting,72.0,8.4,T
Mario Party 6,GC,2004,Misc,71.0,7.9,E
Star Wars The Clone Wars: Lightsaber Duels,Wii,2008,Action,56.0,6.7,T
Need for Speed Carbon,X360,2006,Racing,77.0,6.3,E10+
Heavenly Sword,PS3,2007,Action,79.0,8.3,T
MySims,Wii,2007,Simulation,68.0,7.2,E
Army of Two,X360,2008,Shooter,72.0,7.6,M
Tiger Woods PGA Tour 2003,PS2,2002,Sports,88.0,8.9,E
Prince of Persia: Warrior Within,PS2,2004,Action,83.0,8.5,M
ESPN NFL 2K5,XB,2004,Sports,92.0,9.1,E
Pikmin,GC,2001,Strategy,89.0,8.7,E
Tiger Woods PGA Tour 2004,PS2,2003,Sports,89.0,8.8,E
Ape Escape,PS,1999,Platform,90.0,8.8,E
NCAA Football 2005,PS2,2004,Sports,88.0,8.8,E
Viva Pinata,X360,2006,Simulation,84.0,8,E
Kinectimals,X360,2010,Simulation,74.0,3.1,E
Kirby Air Ride,GC,2003,Racing,61.0,7.9,E
Dragon Quest IV: Chapters of the Chosen,DS,2007,Role-Playing,80.0,7.9,E10+
NFL Street 2,PS2,2004,Sports,77.0,8.7,E
Super Mario Strikers,GC,2005,Sports,76.0,8.7,E
Mario Hoops 3 on 3,DS,2006,Sports,69.0,8,E
Just Cause 2,X360,2010,Action,81.0,8,M
Silent Hill,PS,1999,Action,86.0,9.2,M
Sonic Heroes,GC,2003,Platform,72.0,7.8,E
ESPN NBA 2K5,PS2,2004,Sports,83.0,7.5,E
Diablo,PC,1996,Role-Playing,94.0,8.7,M
Far Cry 2,X360,2008,Action,85.0,6.7,M
The Legend of Zelda: Twilight Princess,GC,2006,Action,96.0,9.2,T
Pro Evolution Soccer 2008,PS3,2007,Sports,74.0,6.1,E
Pokemon Battle Revolution,Wii,2006,Role-Playing,53.0,6.7,E
Dance Dance Revolution: Hottest Party 2,Wii,2008,Simulation,69.0,6.8,E10+
SoulCalibur IV,X360,2008,Fighting,85.0,7.9,T
Spyro 2: Season of Flame,GBA,2002,Platform,76.0,7.6,E
Devil May Cry 4,PS3,2008,Action,84.0,8.2,M
NCAA Football 2002,PS2,2001,Sports,90.0,8.7,E
Guitar Hero: On Tour Decades,DS,2008,Misc,72.0,8,E10+
Conflict: Desert Storm,PS2,2002,Shooter,55.0,8.6,T
Mario Party 7,GC,2005,Misc,64.0,7.9,E
Dragon Quest V: Hand of the Heavenly Bride,DS,2008,Role-Playing,84.0,8.5,E10+
Smuggler's Run,PS2,2000,Racing,79.0,6.8,T
Fight Night Round 3,PS2,2006,Fighting,84.0,8.1,T
Carnival Games: Mini Golf,Wii,2008,Sports,38.0,5.7,E
Pokemon Mystery Dungeon: Explorers of Sky,DS,2009,Role-Playing,54.0,9,E
Stuntman,PS2,2002,Racing,71.0,5.7,T
Tom Clancy's Rainbow Six 3,XB,2003,Shooter,86.0,8.5,M
LEGO Harry Potter: Years 1-4,X360,2010,Action,79.0,8,E10+
Spider-Man 2: Enter: Electro,PS,2001,Action,74.0,8.7,E
Guitar Hero 5,Wii,2009,Misc,89.0,6.9,T
Mafia II,X360,2010,Action,74.0,7.8,M
BioShock 2,PS3,2010,Shooter,88.0,8.2,M
Dark Cloud,PS2,2000,Role-Playing,80.0,8.2,T
Warcraft III: The Frozen Throne,PC,2003,Strategy,88.0,9,T
Active Life: Outdoor Challenge,Wii,2008,Sports,69.0,8.1,E
Tom Clancy's Ghost Recon Advanced Warfighter,X360,2006,Shooter,90.0,8,T
MVP Baseball 2005,PS2,2005,Sports,87.0,8.6,E
Mario Golf: Toadstool Tour,GC,2003,Sports,81.0,8,E
Resident Evil: The Umbrella Chronicles,Wii,2007,Action,75.0,7.6,M
The Simpsons Skateboarding,PS2,2002,Sports,38.0,5,T
Fight Night Round 4,PS3,2009,Fighting,88.0,7.6,T
Super Monkey Ball 2,GC,2002,Puzzle,87.0,8.5,E
Pac-Man World 2,PS2,2002,Action,73.0,7.8,E
MySims Kingdom,Wii,2008,Simulation,76.0,8.1,E
The Simpsons Game,PS2,2007,Action,68.0,8.2,T
The Simpsons Game,DS,2007,Action,69.0,7.3,T
SoulCalibur II,GC,2003,Fighting,93.0,9.1,T
Call of Duty 3,PS3,2006,Shooter,80.0,6.9,T
Tokyo Xtreme Racer Zero,PS2,2000,Racing,76.0,8.9,E
Red Faction II,PS2,2002,Shooter,84.0,8.3,M
Madden NFL 2001,PS2,2000,Sports,91.0,7.7,E
Star Wars: The Force Unleashed II,PS3,2010,Action,63.0,6.8,T
Rock Band 2,PS3,2008,Misc,91.0,7.9,T
Final Fantasy: Crystal Chronicles,GC,2003,Role-Playing,80.0,8.1,T
Medal of Honor: Frontline,XB,2002,Shooter,81.0,6.9,T
Madden NFL 09,PS2,2008,Sports,67.0,7,E
Dead Rising 2,X360,2010,Action,79.0,6.9,M
Mafia II,PS3,2010,Action,75.0,7.7,M
Dirge of Cerberus: Final Fantasy VII,PS2,2006,Shooter,57.0,6.9,T
Sonic Rivals 2,PSP,2007,Racing,60.0,7.8,E
Drawn To Life: SpongeBob SquarePants Edition,DS,2008,Adventure,68.0,5.5,E
007: Quantum of Solace,X360,2008,Action,65.0,7.1,T
Major League Baseball 2K5,PS2,2005,Sports,82.0,7.4,E
Fight Night 2004,PS2,2004,Fighting,85.0,9,T
Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,2004,Action,93.0,8.6,T
Fight Night Round 3,X360,2006,Fighting,86.0,8.8,T
Xenogears,PS,1998,Role-Playing,84.0,8.4,T
Super Scribblenauts,DS,2010,Puzzle,81.0,8.2,E10+
Super Monkey Ball,GC,2001,Puzzle,87.0,7.9,E
SoulCalibur IV,PS3,2008,Fighting,85.0,7.9,T
Mario Superstar Baseball,GC,2005,Sports,76.0,8.6,E
Battlefield: Bad Company,X360,2008,Shooter,83.0,7.7,T
Onimusha 3: Demon Siege,PS2,2004,Action,85.0,8.6,M
Red Dead Revolver,PS2,2004,Shooter,73.0,7.8,M
Resident Evil: Outbreak,PS2,2003,Action,71.0,8.3,M
SingStar Pop,PS2,2007,Misc,73.0,7.5,E10+
My Word Coach,DS,2007,Misc,71.0,6.8,E
Tiger Woods PGA Tour 2005,PS2,2004,Sports,88.0,8.2,E
NCAA Football 2003,PS2,2002,Sports,91.0,8.6,E
Star Wars: The Force Unleashed II,X360,2010,Action,61.0,5.7,T
Frogger 2: Swampy's Revenge,PS,1999,Action,77.0,7.9,E
WWE SmackDown vs Raw 2008,X360,2007,Fighting,71.0,6.8,T
Kinect Joy Ride,X360,2010,Racing,52.0,5,E
Smarty Pants,Wii,2007,Misc,65.0,7.6,E
Classic NES Series: Super Mario Bros.,GBA,2004,Platform,84.0,8.6,E
Hasbro Family Game Night,Wii,2008,Puzzle,63.0,7.5,E
Sonic Rivals,PSP,2006,Racing,64.0,7.8,E
BioShock,PS3,2008,Shooter,94.0,8.7,M
Cabela's Big Game Hunter,PS2,2002,Sports,59.0,7.8,T
The Legend of Zelda: The Minish Cap,GBA,2004,Action,89.0,9,E
NFL Street,PS2,2004,Sports,80.0,8.9,E
Tiger Woods PGA Tour 09 All-Play,Wii,2008,Sports,81.0,8.7,E
Rayman Raving Rabbids,Wii,2006,Misc,76.0,7.9,E
Dragon Quest Monsters: Joker 2,DS,2010,Role-Playing,77.0,7.3,E
UFC Undisputed 2010,PS3,2010,Fighting,85.0,7.2,T
Sonic's Ultimate Genesis Collection,X360,2009,Misc,79.0,8.5,E10+
Twisted Metal: Black,PS2,2001,Racing,91.0,8.4,M
NASCAR 2005: Chase for the Cup,PS2,2004,Racing,87.0,8.4,E
Fight Night Round 4,X360,2009,Fighting,87.0,8.1,T
Spider-Man: The Movie,XB,2002,Action,79.0,7.5,E
LEGO Star Wars II: The Original Trilogy,PSP,2006,Action,83.0,8.6,E10+
Dead Space,X360,2008,Action,89.0,8.7,M
LEGO Indiana Jones 2: The Adventure Continues,Wii,2009,Action,72.0,6.1,E10+
Ridge Racer,PSP,2004,Racing,88.0,8.2,E
Sonic Advance 3,GBA,2004,Platform,79.0,8.4,E
Colin McRae Rally 3,PS2,2002,Racing,86.0,7.7,E
Madden NFL 2002,PS,2001,Sports,88.0,8,E
Dynasty Warriors 5,PS2,2005,Action,69.0,8.8,T
Far Cry 2,PS3,2008,Action,85.0,6.4,M
True Crime: Streets of LA,XB,2003,Action,77.0,7.8,M
Dave Mirra Freestyle BMX 2,PS2,2001,Sports,81.0,8.1,T
Bakugan: Battle Brawlers,DS,2009,Action,60.0,6.7,E
LEGO Indiana Jones: The Original Adventures,PS2,2008,Action,77.0,8.4,E10+
Final Fantasy XII: Revenant Wings,DS,2007,Role-Playing,81.0,6.1,E10+
Call of Duty: Black Ops,Wii,2010,Shooter,80.0,5.8,M
Star Wars Knights of the Old Republic II: The Sith Lords,XB,2004,Role-Playing,86.0,8.6,T
The Sims 2,PSP,2005,Simulation,65.0,6.9,T
Dead Rising 2,PS3,2010,Action,80.0,6.7,M
Ridge Racer 7,PS3,2006,Racing,78.0,7.1,E
Tom Clancy's Ghost Recon 2,XB,2004,Shooter,80.0,8.9,T
Crash Bandicoot 2: N-Tranced,GBA,2003,Platform,75.0,7.8,E
Dead to Rights,PS2,2002,Shooter,73.0,8.9,M
Hasbro Family Game Night 2,Wii,2009,Misc,63.0,6.3,E
Gardening Mama,DS,2009,Puzzle,60.0,9.3,E
Burnout Paradise,X360,2008,Racing,88.0,6.9,E10+
MotorStorm: Pacific Rift,PS3,2008,Racing,82.0,8,T
Samurai Warriors,PS2,2004,Action,73.0,8.7,T
FIFA Soccer 08,PSP,2007,Sports,79.0,7.4,E
FIFA Soccer 09,PSP,2008,Sports,84.0,8.9,E
FIFA Soccer 08,X360,2007,Sports,82.0,7.9,E
Test Drive,PS2,2002,Racing,73.0,7.4,T
Devil May Cry 4,X360,2008,Action,84.0,8,M
Tom Clancy's Rainbow Six: Vegas 2,PS3,2008,Shooter,81.0,7.9,M
Metroid: Other M,Wii,2010,Action,79.0,6.5,T
Chrono Trigger,DS,2008,Role-Playing,92.0,8.9,E10+
Doom 3,XB,2005,Shooter,88.0,7.4,M
F1 2010,PS3,2010,Racing,84.0,7.8,E
Monster Hunter Freedom,PSP,2005,Role-Playing,71.0,8.6,T
Donkey Kong Jungle Beat,GC,2004,Platform,80.0,8.3,E10+
Need for Speed Carbon,PS2,2006,Racing,74.0,8.4,E10+
Lost Planet: Extreme Condition,X360,2006,Shooter,79.0,7.1,T
Max Payne 2: The Fall of Max Payne,PS2,2003,Shooter,73.0,8.2,M
Battlefield: Bad Company,PS3,2008,Shooter,84.0,8.1,T
MVP Baseball 2004,PS2,2004,Sports,90.0,8.6,E
Alan Wake,X360,2010,Action,83.0,8.1,T
Metroid Prime 2: Echoes,GC,2004,Shooter,92.0,8.8,T
Corvette,PS2,2004,Racing,57.0,6.5,E
WWE SmackDown vs Raw 2008,PS3,2007,Fighting,74.0,7.3,T
Grand Theft Auto: Chinatown Wars,DS,2009,Action,93.0,8.3,M
UFC Undisputed 2010,X360,2010,Fighting,84.0,6.7,T
World of Warcraft: Wrath of the Lich King,PC,2008,Role-Playing,91.0,7.5,T
NFL 2K3,PS2,2002,Sports,93.0,7.4,E
Your Shape: Fitness Evolved,X360,2010,Sports,73.0,7.5,E
Need for Speed Underground Rivals,PSP,2005,Racing,74.0,8.5,E
LEGO Harry Potter: Years 1-4,PS3,2010,Action,79.0,8,E10+
Madagascar,PS2,2005,Platform,69.0,7.4,E10+
Turok: Evolution,PS2,2002,Shooter,61.0,7.3,M
[Prototype],X360,2009,Action,78.0,7.8,M
Burnout 3: Takedown,XB,2004,Racing,94.0,7.2,T
The Beatles: Rock Band,X360,2009,Misc,89.0,8.6,T
NBA Live 07,PS2,2006,Sports,63.0,6,E
SingStar '80s,PS2,2005,Misc,78.0,8.3,T
Tekken 6,X360,2009,Fighting,80.0,7,T
Pokemon Ranger: Guardian Signs,DS,2010,Role-Playing,68.0,8.2,E
LEGO Batman: The Videogame,PS3,2008,Action,75.0,7.7,E10+
Pirates of the Caribbean: The Curse of the Black Pearl,GBA,2003,Platform,49.0,6.2,E
Namco Museum DS,DS,2007,Misc,67.0,5.9,E
Deal or No Deal,Wii,2009,Misc,56.0,5,E
Transformers,PS2,2004,Shooter,75.0,8.6,T
Sonic Colors,DS,2010,Platform,79.0,7.9,E
EA Playground,Wii,2007,Sports,66.0,7.6,E
Champions of Norrath,PS2,2004,Role-Playing,85.0,8.4,T
Manhunt,PS2,2003,Action,76.0,8.3,M
Need for Speed Carbon,Wii,2006,Racing,67.0,7.3,E10+
Silent Hill 2,PS2,2001,Action,89.0,8.9,M
Castlevania: Symphony of the Night,PS,1997,Platform,93.0,9.4,T
Guitar Hero: Aerosmith,Wii,2008,Misc,73.0,7.2,T
The Sims 2: Nightlife,PC,2005,Simulation,76.0,6.6,T
LEGO Batman: The Videogame,PS2,2008,Action,77.0,8.9,E10+
NBA 2K9,X360,2008,Sports,84.0,7.2,E
Tony Hawk's Underground,XB,2003,Sports,85.0,9.1,T
.hack//Infection Part 1,PS2,2002,Role-Playing,75.0,8.5,T
Jillian Michaels' Fitness Ultimatum 2009,Wii,2008,Sports,30.0,2,E
Valkyria Chronicles,PS3,2008,Role-Playing,86.0,8.6,T
Sonic Adventure DX: Director's Cut,GC,2003,Platform,57.0,7.9,E
Battle Arena Toshinden,PS,1994,Fighting,69.0,6.3,T
EA Sports Active 2,Wii,2010,Sports,79.0,8.1,E
Rockstar Games presents Table Tennis,Wii,2007,Sports,68.0,5.8,E
Football Manager 2011,PC,2010,Sports,85.0,8.4,E
Tamagotchi Connection: Corner Shop,DS,2005,Simulation,59.0,7.7,E
Tomb Raider: Underworld,PS3,2008,Action,75.0,7.2,T
LEGO Battles,DS,2009,Strategy,65.0,8.9,E
NBA Live 2001,PS,2000,Sports,86.0,8,E
Star Wars: The Force Unleashed,PS2,2008,Action,68.0,7.4,T
SOCOM: U.S. Navy SEALs Confrontation,PS3,2008,Shooter,63.0,6.9,M
Need for Speed: Most Wanted,X360,2005,Racing,83.0,8.5,T
Pokemon XD: Gale of Darkness,GC,2005,Role-Playing,64.0,8.3,E
Black,PS2,2006,Shooter,79.0,8.4,M
Tom Clancy's Rainbow Six: Vegas,PS3,2007,Shooter,86.0,7.6,M
RollerCoaster Tycoon 2,PC,2002,Strategy,74.0,8.5,E
Lara Croft Tomb Raider: The Angel of Darkness,PS2,2003,Action,52.0,6.2,T
Tom Clancy's Splinter Cell: Pandora Tomorrow,PS2,2004,Action,87.0,8.6,T
Ratchet: Deadlocked,PS2,2005,Shooter,81.0,8.9,T
Winter Sports: The Ultimate Challenge,Wii,2007,Sports,52.0,6.8,E
Baldur's Gate: Dark Alliance,PS2,2001,Role-Playing,87.0,8.3,T
Oddworld: Abe's Oddysee,PS,1997,Platform,85.0,9,T
Ridge Racer V,PS2,2000,Action,78.0,7.7,E
WWE SmackDown vs. Raw 2009,PS2,2008,Fighting,78.0,6.9,T
Star Wars Episode III: Revenge of the Sith,XB,2005,Action,61.0,8.1,T
[Prototype],PS3,2009,Action,79.0,7.7,M
Frogger: The Great Quest,PS2,2001,Platform,32.0,4.6,E
Ninja Gaiden,XB,2004,Action,91.0,8.8,M
Crash Bandicoot: The Wrath of Cortex,XB,2002,Platform,70.0,8.1,E
Driv3r,PS2,2004,Racing,57.0,5.5,M
Assassin's Creed: Bloodlines,PSP,2009,Action,63.0,7.2,M
Donkey Kong Country 2,GBA,2004,Platform,80.0,9.1,E
Guitar Hero: Aerosmith,X360,2008,Misc,70.0,6.7,T
Need for Speed Carbon,PS3,2006,Racing,75.0,7.3,E10+
Ben 10: Protector of Earth,Wii,2007,Action,63.0,7.7,E10+
2010 FIFA World Cup South Africa,PS3,2010,Sports,82.0,7.8,E
Diddy Kong Racing DS,DS,2007,Racing,63.0,7.5,E
Mario Power Tennis,GC,2004,Sports,80.0,8.5,E
Golden Sun: The Lost Age,GBA,2002,Role-Playing,86.0,9.5,E
Max Payne,XB,2001,Shooter,89.0,8.3,M
NBA 2K2,PS2,2002,Sports,89.0,7.8,E
Cars,PS2,2006,Racing,71.0,8.4,E
Fuzion Frenzy,XB,2001,Misc,70.0,6.9,E
Call of Duty: Finest Hour,XB,2004,Shooter,73.0,7.8,T
Final Fantasy IV,DS,2007,Simulation,85.0,7.7,E10+
Star Wars: Battlefront II,PSP,2005,Shooter,69.0,8.5,T
Sly Cooper and the Thievius Raccoonus,PS2,2002,Platform,86.0,8.6,E
Dino Crisis 2,PS,2000,Action,86.0,9,M
Need for Speed Underground,GC,2003,Racing,83.0,9,E
Naruto Shippuden: Ultimate Ninja Storm 2,PS3,2010,Fighting,76.0,8.3,T
Medal of Honor: Airborne,PS3,2007,Shooter,75.0,7.6,T
Bayonetta,PS3,2009,Action,87.0,7.7,M
Boom Blox,Wii,2008,Puzzle,85.0,8.6,E
The Lord of the Rings: The Fellowship of the Ring,PS2,2002,Action,59.0,5.1,T
The Sims 2: Castaway,Wii,2007,Simulation,73.0,8.2,T
ATV Offroad Fury 3,PS2,2004,Racing,78.0,8.4,E
Pikmin 2,GC,2004,Strategy,90.0,9.1,E
Enter the Matrix,XB,2003,Action,65.0,7.1,T
Cars,PSP,2006,Racing,70.0,7,E
NHL 2002,PS2,2001,Sports,92.0,8.5,E
FIFA Soccer 11,PSP,2010,Sports,68.0,5.4,E
The Simpsons: Road Rage,GBA,2003,Racing,55.0,6.8,E
SpongeBob SquarePants: Revenge of the Flying Dutchman,GBA,2002,Platform,71.0,7.7,E
Pro Evolution Soccer 2008,Wii,2008,Sports,83.0,8.4,E
Scarface: The World is Yours,PS2,2006,Action,75.0,8.6,M
WWE SmackDown vs Raw 2008,PSP,2007,Fighting,68.0,7.8,T
Spider-Man: The Movie,GC,2002,Action,76.0,7.3,E
Mario vs. Donkey Kong 2: March of the Minis,DS,2006,Puzzle,76.0,7.9,E
Metal Gear Solid: Portable Ops,PSP,2006,Action,87.0,8.2,M
Shenmue,DC,1999,Adventure,88.0,9.4,T
Tony Hawk's Pro Skater 2,GBA,2001,Sports,95.0,7.5,E
Gun,PS2,2005,Shooter,77.0,8.7,M
Ty the Tasmanian Tiger,PS2,2002,Platform,70.0,8.8,E
LEGO Indiana Jones: The Original Adventures,PSP,2008,Action,76.0,7.6,E10+
PokéPark Wii: Pikachu's Adventure,Wii,2009,Adventure,62.0,7.2,E
Cabela's Dangerous Hunts,PS2,2003,Sports,57.0,8.4,T
Fallout: New Vegas,PC,2010,Role-Playing,84.0,8.6,M
WWE SmackDown vs. Raw 2010,PS3,2009,Fighting,81.0,8.1,T
Medal of Honor: Rising Sun,XB,2003,Shooter,65.0,5.8,T
Army of Two,PS3,2008,Shooter,74.0,7.3,M
Spore,PC,2008,Strategy,84.0,5.3,E10+
Mario vs. Donkey Kong,GBA,2004,Puzzle,81.0,8,E
Midnight Club 3: DUB Edition Remix,PS2,2006,Racing,85.0,8.9,E10+
Tom Clancy's Ghost Recon: Jungle Storm,PS2,2004,Shooter,70.0,6.3,T
Bushido Blade,PS,1997,Fighting,83.0,7.9,T
Mirror's Edge,X360,2008,Platform,79.0,7.6,T
Sonic the Hedgehog,PS3,2006,Platform,43.0,4.1,E10+
NASCAR Thunder 2002,PS2,2001,Racing,85.0,8.5,E
Final Fantasy Tactics: The War of the Lions,PSP,2007,Role-Playing,88.0,8,T
Sniper: Ghost Warrior,X360,2010,Shooter,45.0,5.8,M
Sonic Rush Adventure,DS,2007,Platform,78.0,8.2,E
Worldwide Soccer Manager 2009,PC,2008,Simulation,83.0,8.1,E
Gauntlet: Dark Legacy,PS2,2001,Action,73.0,8.3,T
Medal of Honor Heroes 2,PSP,2007,Shooter,69.0,7.3,T
Bad Boys: Miami Takedown,PS2,2004,Shooter,43.0,3.4,M
FIFA Soccer 10,PSP,2009,Sports,83.0,7.9,E
Donkey Konga,GC,2003,Misc,76.0,8.3,E
Call of Duty 4: Modern Warfare,PC,2007,Shooter,92.0,8.5,M
Tak and the Power of Juju,PS2,2003,Platform,68.0,9,E
Tenchu: Wrath of Heaven,PS2,2003,Action,79.0,8.4,M
Shadow of the Colossus,PS2,2005,Action,91.0,9.1,T
Brave Fencer Musashi,PS,1998,Role-Playing,81.0,8.5,E
Ninja Gaiden Sigma,PS3,2007,Action,88.0,7.5,M
007: Quantum of Solace,PS3,2008,Action,65.0,6.6,T
Dance Dance Revolution Extreme 2,PS2,2005,Simulation,76.0,9,E10+
The Lord of the Rings: The Return of the King,XB,2003,Action,84.0,9.1,T
Hot Shots Golf: Out of Bounds,PS3,2007,Sports,81.0,8.8,E
Mobile Suit Gundam: Federation vs. Zeon,PS2,2001,Simulation,73.0,8.8,T
MechAssault,XB,2002,Simulation,87.0,8,T
Cars,GBA,2006,Racing,50.0,4.7,E
Tom Clancy's Rainbow Six 3: Black Arrow,XB,2004,Shooter,84.0,8.6,M
Mirror's Edge,PS3,2008,Platform,79.0,7.8,T
